frame,time_sec,normal_count_conf035,lowconf_hint_count_conf010,expected_count,raw_image,start_label,normal_review_overlay,lowconf_hint_overlay,action
8925,357.0,19,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008925_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008925_c19_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008925_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008925_c19_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9000,360.0,20,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009000_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009000_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009000_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009000_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9075,363.0,21,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009075_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009075_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009075_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009075_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9150,366.0,22,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009150_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009150_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009150_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009150_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9225,369.0,20,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009225_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009225_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009225_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009225_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9300,372.0,21,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009300_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009300_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009300_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009300_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9375,375.0,19,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009375_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009375_c19_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009375_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009375_c19_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9450,378.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009450_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009450_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009450_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009450_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9525,381.0,22,26,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009525_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009525_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009525_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009525_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9600,384.0,22,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009600_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009600_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009600_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009600_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9675,387.0,19,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009675_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009675_c19_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009675_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009675_c19_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
9750,390.0,20,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f009750_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f009750_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f009750_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f009750_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
